folder name,yt link,status
@KomediLover-yl8oo,https://www.youtube.com/@KomediLover-yl8oo/shorts,
@irfanff25,https://www.youtube.com/@irfanff25/shorts,
@Lapapa555,https://www.youtube.com/@Lapapa555/shorts,
@FebyGame,https://www.youtube.com/@FebyGame/shorts,
@PerfectCutxd,https://www.youtube.com/@PerfectCutxd/shorts,
@King-Adiii,https://www.youtube.com/@King-Adiii/shorts,
@aadrawingfunyy,https://www.youtube.com/@aadrawingfunyy/shorts,
@Risky.riaaan,https://www.youtube.com/@Risky.riaaan/shorts,
@MellaP,https://www.youtube.com/@MellaP/shorts,
@NessieJudge,https://www.youtube.com/@NessieJudge/shorts,
@IQJongKokMahjong,https://www.youtube.com/@IQJongKokMahjong/shorts,
@terupdatetv,https://www.youtube.com/@terupdatetv/shorts,
@Azadel48,https://www.youtube.com/@Azadel48/shorts,
@supermaxy,https://www.youtube.com/@supermaxy/shorts,
@DEZETPIMovieBase,https://www.youtube.com/@DEZETPIMovieBase/shorts,
@qorygore,https://www.youtube.com/@qorygore/shorts,
@laporpakxbts,https://www.youtube.com/@laporpakxbtsshorts/shorts,
@Catheez,https://www.youtube.com/@Catheez/shorts,
@ratusandrinaa,https://www.youtube.com/@ratusandrinaa/shorts,
@rebahanmenontonhorts,https://www.youtube.com/@rebahanmenontonshort/shorts,
@risyadandson,https://www.youtube.com/@risyadandson/shorts,
@MysticalExplorer283,https://www.youtube.com/@MysticalExplorer283/shorts,
@Biografyi,https://www.youtube.com/@Biografyi/shorts,
@agassifams,https://www.youtube.com/@agassifams/shorts,
@menakarcom,https://www.youtube.com/@menakarcom/shorts,
@Fulusstar,https://www.youtube.com/@Fulusstar/shorts,
@davidtutorial8155official,https://www.youtube.com/@davidtutorial8155official/shorts,
@DaraSarasvati1,https://www.youtube.com/@DaraSarasvati1/shorts,
@KeluargaSuksesTV,https://www.youtube.com/@KeluargaSuksesTV/shorts,
@Ghoib_Jaidi,https://www.youtube.com/@Ghoib_Jaidi/shorts,
@FadilJaidiPasukanGhoib,https://www.youtube.com/@FadilJaidiPasukanGhoib/shorts,
@maybewecant4lk,https://www.youtube.com/@maybewecant4lk/shorts,
@zoe_levana,https://www.youtube.com/@zoe_levana/shorts,
@Hadsannn,https://www.youtube.com/@Hadsannn/shorts,
@KABARBOLATV_,https://www.youtube.com/@KABARBOLATV_/shorts,
@altertv.official,https://www.youtube.com/@altertv.official/shorts,
@factmma_news,https://www.youtube.com/@factmma_news/shorts,
@footballfacts28,https://www.youtube.com/@footballfacts28/shorts,
@Agalangs,https://www.youtube.com/@Agalangs/shorts,
@JadiTahu01,https://www.youtube.com/@JadiTahu01/shorts,
@easmusic4588,https://www.youtube.com/@easmusic4588/shorts,
@drumNDRUM,https://www.youtube.com/@drumNDRUM/shorts,
@GosipinYuk,https://www.youtube.com/@GosipinYuk/shorts,
@Bolabolaan.indonesia,https://www.youtube.com/@Bolabolaan.indonesia/shorts,
@Midi_gaming,https://www.youtube.com/@Midi_gaming/shorts,
@SamuelChrist,https://www.youtube.com/@SamuelChrist/shorts,
@FelixChin7,https://www.youtube.com/@FelixChin7/shorts,
@terserahvideo,https://www.youtube.com/@terserahvideo/shorts,
@AlvinHariPrasetyo,https://www.youtube.com/@AlvinHariPrasetyo/shorts,
@oh.story.indonesia,https://www.youtube.com/@oh.story.indonesia/shorts,
@welkamtudejangel6387,https://www.youtube.com/@welkamtudejangel6387/shorts,
@moodbooster06,https://www.youtube.com/@moodbooster06/shorts,
@TS_Official,https://www.youtube.com/@TS_Official/shorts,
@malesinID,https://www.youtube.com/@malesinID/shorts,
@TOMARURACING_,https://www.youtube.com/@TOMARURACING_/shorts,
@RockyVisionMotovlog,https://www.youtube.com/@RockyVisionMotovlog/shorts,
@faktaunick,https://www.youtube.com/@faktaunick/shorts,
@merdekadotcom,https://www.youtube.com/@merdekadotcom/shorts,
@TVA55,https://www.youtube.com/@TVA55/shorts,
@DibalikMindplace,https://www.youtube.com/@DibalikMindplace/shorts,
@Ridhoo,https://www.youtube.com/@Ridhoo/shorts,
